node04:1627022:1627022 [0] NCCL INFO cudaDriverVersion 11060
node04:1627022:1627022 [0] NCCL INFO Bootstrap : Using ib0:10.3.1.4<0>
node04:1627022:1627022 [0] NCCL INFO NET/Plugin : No plugin found (libnccl-net.so), using internal implementation
node04:1627022:1627046 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [RO]; OOB ib0:10.3.1.4<0>
node04:1627022:1627046 [0] NCCL INFO Using network IB
node04:1627022:1627046 [0] NCCL INFO Setting affinity for GPU 0 to 03ffff
node04:1627022:1627046 [0] NCCL INFO Trees [0] -1/-1/-1->1->0 [1] -1/-1/-1->1->0 [2] 0/-1/-1->1->-1 [3] 0/-1/-1->1->-1
node04:1627022:1627046 [0] NCCL INFO Channel 00/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 01/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 02/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 03/0 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 00/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 01/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 02/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Channel 03/0 : 1[2a000] -> 0[2a000] [send] via NET/IB/0
node04:1627022:1627046 [0] NCCL INFO Connected all rings
node04:1627022:1627046 [0] NCCL INFO Connected all trees
node04:1627022:1627046 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
node04:1627022:1627046 [0] NCCL INFO 4 coll channels, 4 p2p channels, 2 p2p channels per peer
node04:1627022:1627046 [0] NCCL INFO comm 0x1a7c310 rank 1 nranks 2 cudaDev 0 busId 2a000 - Init COMPLETE
node04:1627022:1627051 [0] NCCL INFO Channel 02/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627022:1627051 [0] NCCL INFO Channel 03/1 : 0[2a000] -> 1[2a000] [receive] via NET/IB/0/Shared
node04:1627022:1627052 [0] NCCL INFO Channel 02/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627022:1627052 [0] NCCL INFO Channel 03/1 : 1[2a000] -> 0[2a000] [send] via NET/IB/0/Shared
node04:1627022:1627022 [0] NCCL INFO comm 0x1a7c310 rank 1 nranks 2 cudaDev 0 busId 2a000 - Destroy COMPLETE
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 577.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -5374398.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 22041409355776.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: -34202462643170717363925694808064.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -5374435.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -5374443.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -1071878400.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 1757776518406192333582237696.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -5374471.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: -5374479.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -5318121.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -87158226638895992274944.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -7021198494363505369310463382073114624.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -5374506.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -5374515.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: 4351445085150248960.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 342091112516082699785349088935936.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374370.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -5374378.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -228099924951040.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -17705103501124598139656863744.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -5374415.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 11628459008.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -5374435.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -10003533529088.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -305234399095414158446803024678486016.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: -5374462.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -5374471.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 496835648.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 15928503158861630734005723725824.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -5374493.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -5374499.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -5400794.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -807310612552478005905063936.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -5374519.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: -5374362.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374368.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 39210360472120227528704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -5374388.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -5374398.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -2042398786247983104.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 3203175912605353802523309835712200704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -5374435.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -5374443.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 105912517787648.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: -157270600913244089975502685601792.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -5374471.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: -5374479.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -5325621248.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: 8279931167653164141445644288.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -5374499.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -5374506.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -5115996.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -424855141298527988088832.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 12121836329133266774061742030848.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -5374370.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -5374378.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: -7748937318400.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -596970063725502652001288192.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -5374407.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -5374415.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: 396074048.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: 31404176662406772031488.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -5374443.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -5374452.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: -5394600.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: -1609630872116396032.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 2431868517381436653207684409412550656.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -5374486.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -5374492.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: 79498460528640.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: -126817266275417178295950832041984.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: -5374512.500000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -5374519.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: -4001513984.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: 6421207129699861426629246976.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: 2355527238466426058127486866161664.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 0.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: 209316.625000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: -311407629216417226686464.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: -122664300529040019483311210496.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: -0.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -10.644545 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: 16269755031178182656.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: 6198646728952069954207744.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 0.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 979.152832 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: -1588852074875289862144.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: -299710614551832559616.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -nan us
DEVICE | sendrecv.h | send - runrecv | iteration 0 | time: -0.051438 us
DEVICE | sendrecv.h | send - runrecv | iteration 1 | time: 77780337312137216.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 2 | time: 15754204182216704.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 3 | time: -24558947745765373706402769865277440.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 4 | time: 0.000003 us
DEVICE | sendrecv.h | send - runrecv | iteration 5 | time: -3986890686464.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 6 | time: -125680277925197947122381715962593280.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 7 | time: 1214459526438187687924746682368.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 8 | time: -0.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 9 | time: 207586096.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 10 | time: 6320152359306966972165227806720.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 11 | time: -63819222794377029119639552.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 12 | time: -22193560213374956372984528932943429632.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 13 | time: -10487.774414 us
DEVICE | sendrecv.h | send - runrecv | iteration 14 | time: -306396231653410920273543168.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 15 | time: 14850863862835576832.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 16 | time: 1153433145701098165140876045582336.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 17 | time: 0.506927 us
DEVICE | sendrecv.h | send - runrecv | iteration 18 | time: 16184948520651354800128.000000 us
DEVICE | sendrecv.h | send - runrecv | iteration 19 | time: -756459973378048.000000 us
