# nThread 1 nGpus 1 minBytes 67108864 maxBytes 67108864 step: 2(factor) warmup iters: 5 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1361548 on     node03 device  0 [0x2a] NVIDIA A30
#  Rank  1 Group  0 Pid 1627305 on     node04 device  0 [0x2a] NVIDIA A30
node03:1361548:1361548 [0] NCCL INFO Bootstrap : Using ib0:10.3.1.3<0>
node03:1361548:1361548 [0] NCCL INFO NET/Plugin : No plugin found (libnccl-net.so), using internal implementation
node03:1361548:1361548 [0] NCCL INFO cudaDriverVersion 11060
NCCL version 2.14.3+cuda11.6
node03:1361548:1361585 [0] NCCL INFO NET/IB : Using [0]mlx5_0:1/IB [RO]; OOB ib0:10.3.1.3<0>
node03:1361548:1361585 [0] NCCL INFO Using network IB
node03:1361548:1361585 [0] NCCL INFO Setting affinity for GPU 0 to 03ffff
node03:1361548:1361585 [0] NCCL INFO Channel 00/04 :    0   1
node03:1361548:1361585 [0] NCCL INFO Channel 01/04 :    0   1
node03:1361548:1361585 [0] NCCL INFO Channel 02/04 :    0   1
node03:1361548:1361585 [0] NCCL INFO Channel 03/04 :    0   1
node03:1361548:1361585 [0] NCCL INFO Trees [0] 1/-1/-1->0->-1 [1] 1/-1/-1->0->-1 [2] -1/-1/-1->0->1 [3] -1/-1/-1->0->1
node03:1361548:1361585 [0] NCCL INFO Channel 00/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 01/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 02/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 03/0 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 00/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 01/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 02/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Channel 03/0 : 0[2a000] -> 1[2a000] [send] via NET/IB/0
node03:1361548:1361585 [0] NCCL INFO Connected all rings
node03:1361548:1361585 [0] NCCL INFO Connected all trees
node03:1361548:1361585 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
node03:1361548:1361585 [0] NCCL INFO 4 coll channels, 4 p2p channels, 2 p2p channels per peer
node03:1361548:1361585 [0] NCCL INFO comm 0x5889f80 rank 0 nranks 2 cudaDev 0 busId 2a000 - Init COMPLETE
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw #wrong     time   algbw   busbw #wrong
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)            (us)  (GB/s)  (GB/s)       
node03:1361548:1361589 [0] NCCL INFO Channel 02/1 : 0[2a000] -> 1[2a000] [send] via NET/IB/0/Shared
node03:1361548:1361589 [0] NCCL INFO Channel 03/1 : 0[2a000] -> 1[2a000] [send] via NET/IB/0/Shared
node03:1361548:1361590 [0] NCCL INFO Channel 02/1 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0/Shared
node03:1361548:1361590 [0] NCCL INFO Channel 03/1 : 1[2a000] -> 0[2a000] [receive] via NET/IB/0/Shared
    67108864      16777216     float     sum      -1   7009.6    9.57    9.57  3.35544e+07   5775.9   11.62   11.62    N/A
node03:1361548:1361548 [0] NCCL INFO comm 0x5889f80 rank 0 nranks 2 cudaDev 0 busId 2a000 - Destroy COMPLETE
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2938.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2944.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2945.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2947.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2947.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 13.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2942.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2943.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 13.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2940.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2941.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2943.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2944.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 13.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2944.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2943.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 13.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2941.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2942.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2940.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2939.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 13.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2941.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2941.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 14.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2935.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2936.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2941.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 13.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2937.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2937.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2941.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2940.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2937.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2935.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2937.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2935.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2939.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2939.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2940.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 14.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2934.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 14.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2935.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2934.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 13.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2932.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2932.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2931.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2934.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2936.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 14.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2936.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 14.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2933.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 15.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2928.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2933.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2936.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2936.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2938.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2940.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2940.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2939.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2937.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2937.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 13.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2936.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2940.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2940.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 13.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2933.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2935.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2936.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2934.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2932.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2934.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2931.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2934.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2932.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 14.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2929.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 9.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2933.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2933.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 14.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2929.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2928.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 12.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2929.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2928.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 8.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 12.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: 11.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2929.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2930.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2927.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 15.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2926.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2927.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2931.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2935.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2938.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2943.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 7.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2947.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 6.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 12 | time: 2951.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 13 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 13 | time: 2955.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 14 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 14 | time: 2960.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 15 | time: 8.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 15 | time: 2960.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 16 | time: -178.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 16 | time: 2929.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 17 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 17 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 18 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 18 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 19 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 19 | time: 2930.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 0 | time: 2929.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 1 | time: 10.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 1 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 2 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 2 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 3 | time: 15.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 3 | time: 2926.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 4 | time: 10.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 4 | time: 2926.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 5 | time: 9.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 5 | time: 2930.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 6 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 6 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 7 | time: 11.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 7 | time: 2930.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 8 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 8 | time: 2934.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 9 | time: 7.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 9 | time: 2938.500000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 10 | time: 7.500000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 10 | time: 2943.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 11 | time: 7.000000 us
DEVICE | sendrecv.h | runrecv - runsend | iteration 11 | time: 2947.000000 us
DEVICE | sendrecv.h | runsend1 - runsend0 | iteration 12 | time: 6.500000 us
